id,image,label,label_name,pair_type,weight,source,reviewed_by,timestamp
5515,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_d0abd8.jpg,3,mountain,glacier_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:24:14.925102
5530,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_d12f67.jpg,3,mountain,glacier_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:19:45.945064
5531,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_d13aa5.jpg,3,mountain,buildings_street,1.0,human_reviewed,expert_human,2026-09-05T18:25:12.540836
5678,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_d756c5.jpg,0,buildings,glacier_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:25:46.700805
5686,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_d7a2f4.jpg,3,mountain,glacier_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:25:37.496351
5713,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_d8f9b0.jpg,3,mountain,glacier_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:24:20.528854
5721,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_d97a5c.jpg,0,buildings,forest_mountain,1.0,human_reviewed,expert_human,2026-09-05T17:18:54.641309
5724,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_d9b25e.jpg,3,mountain,glacier_sea,1.0,human_reviewed,expert_human,2026-09-05T18:20:21.744880
5726,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_d9b9f7.jpg,0,buildings,buildings_street,1.0,human_reviewed,expert_human,2026-09-05T18:23:00.073098
5729,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_d9cf27.jpg,3,mountain,glacier_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:21:18.025053
5736,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_da2fbf.jpg,2,glacier,glacier_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:18:09.433126
5770,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_db751a.jpg,0,buildings,buildings_street,1.0,human_reviewed,expert_human,2026-09-05T18:24:51.912754
5772,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_db9cb9.jpg,2,glacier,glacier_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:15:49.685722
5799,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_dc7794.jpg,3,mountain,glacier_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:24:59.456687
5827,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_de2a58.jpg,2,glacier,glacier_sea,1.0,human_reviewed,expert_human,2026-09-05T18:16:33.649554
5873,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_e0c255.jpg,5,street,glacier_sea,1.0,human_reviewed,expert_human,2026-09-05T18:20:10.160947
5929,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_e392ac.jpg,5,street,glacier_sea,1.0,human_reviewed,expert_human,2026-09-05T18:21:32.444594
5956,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_e43bef.jpg,4,sea,glacier_sea,1.0,human_reviewed,expert_human,2026-09-05T18:24:10.229050
5957,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_e446be.jpg,2,glacier,glacier_mountain,1.0,human_reviewed,expert_human,2026-09-05T17:18:47.054134
6028,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_e71c7b.jpg,3,mountain,glacier_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:21:10.645193
6053,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_e85f1e.jpg,2,glacier,glacier_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:25:23.936824
6096,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_ea7b48.jpg,3,mountain,glacier_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:25:36.344980
6110,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_eb10a0.jpg,3,mountain,glacier_sea,1.0,human_reviewed,expert_human,2026-09-05T18:18:34.093517
6154,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_ec79af.jpg,0,buildings,buildings_street,1.0,human_reviewed,expert_human,2026-09-05T18:22:57.464391
6173,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_ed46f8.jpg,0,buildings,buildings_street,1.0,human_reviewed,expert_human,2026-09-05T18:22:03.532894
6174,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_ed4fc4.jpg,3,mountain,glacier_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:19:46.737475
6218,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_ef5db9.jpg,3,mountain,glacier_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:19:31.949022
6240,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_f05124.jpg,3,mountain,glacier_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:19:33.509727
6243,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_f0940d.jpg,2,glacier,glacier_sea,1.0,human_reviewed,expert_human,2026-09-05T18:22:33.312918
6272,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_f1ff2a.jpg,2,glacier,glacier_sea,1.0,human_reviewed,expert_human,2026-09-05T18:24:18.316886
6310,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_f3d1e5.jpg,2,glacier,glacier_sea,1.0,human_reviewed,expert_human,2026-09-05T18:24:07.292717
6316,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_f40a10.jpg,2,glacier,glacier_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:20:38.677110
6344,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_f55f87.jpg,0,buildings,buildings_street,1.0,human_reviewed,expert_human,2026-09-05T18:24:00.440920
6543,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_fdffd6.jpg,3,mountain,glacier_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:21:15.360858
6563,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_fedf76.jpg,3,mountain,glacier_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:23:05.357122
6567,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_fefa18.jpg,2,glacier,glacier_sea,1.0,human_reviewed,expert_human,2026-09-05T18:18:26.861061
6591,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_ffb26a.jpg,2,glacier,glacier_sea,1.0,human_reviewed,expert_human,2026-09-05T18:24:45.212883
