id,image_path,filename,model_predicted_class,top2_class,entropy,confidence,margin
3741,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_82a13b.jpg,pool_82a13b.jpg,forest,street,1.1603,0.6003,0.4046
4550,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_a6aa5d.jpg,pool_a6aa5d.jpg,forest,street,1.1561,0.5326,0.203
5191,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_c1ff69.jpg,pool_c1ff69.jpg,forest,glacier,1.155,0.6428,0.4872
2015,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_3bbabb.jpg,pool_3bbabb.jpg,forest,street,1.1527,0.4537,0.0352
5928,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_e388b6.jpg,pool_e388b6.jpg,forest,buildings,1.1503,0.5864,0.3447
915,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_0d861f.jpg,pool_0d861f.jpg,forest,street,1.1493,0.6216,0.4348
5841,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_dee8cb.jpg,pool_dee8cb.jpg,glacier,mountain,1.6283,0.3706,0.1956
5741,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_da595f.jpg,pool_da595f.jpg,glacier,mountain,1.6236,0.2766,0.018
5159,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_c04f70.jpg,pool_c04f70.jpg,glacier,street,1.6009,0.3569,0.1206
1754,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_31ca8e.jpg,pool_31ca8e.jpg,glacier,sea,1.5854,0.363,0.0877
3306,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_70c77f.jpg,pool_70c77f.jpg,glacier,mountain,1.5737,0.359,0.1167
6521,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_fd1564.jpg,pool_fd1564.jpg,glacier,forest,1.5641,0.3727,0.1477
5522,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_d0f52c.jpg,pool_d0f52c.jpg,glacier,buildings,1.5426,0.3457,0.0542
4832,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_b1d3f9.jpg,pool_b1d3f9.jpg,glacier,sea,1.5277,0.3127,0.0474
6089,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_ea04a4.jpg,pool_ea04a4.jpg,glacier,buildings,1.5246,0.3975,0.1878
5681,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_d77234.jpg,pool_d77234.jpg,glacier,forest,1.5211,0.3916,0.138
5512,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_d08b97.jpg,pool_d08b97.jpg,glacier,sea,1.5206,0.3909,0.1095
3723,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_81c62f.jpg,pool_81c62f.jpg,glacier,sea,1.5194,0.307,0.0154
4171,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_95c0aa.jpg,pool_95c0aa.jpg,glacier,street,1.5169,0.3687,0.0842
2513,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_50a07c.jpg,pool_50a07c.jpg,glacier,forest,1.4934,0.4089,0.1717
4532,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_a5bb21.jpg,pool_a5bb21.jpg,glacier,mountain,1.4933,0.4264,0.1853
3434,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_75dfda.jpg,pool_75dfda.jpg,glacier,mountain,1.4907,0.3715,0.0594
805,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_08f1ec.jpg,pool_08f1ec.jpg,glacier,buildings,1.4892,0.3702,0.0884
3948,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_8bf448.jpg,pool_8bf448.jpg,glacier,sea,1.4883,0.434,0.2222
3858,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_878cd6.jpg,pool_878cd6.jpg,glacier,street,1.4826,0.3787,0.0681
6322,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_f462b7.jpg,pool_f462b7.jpg,glacier,sea,1.4752,0.4034,0.1551
5581,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_d34c51.jpg,pool_d34c51.jpg,glacier,sea,1.474,0.385,0.0823
5873,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_e0c255.jpg,pool_e0c255.jpg,glacier,sea,1.4693,0.4111,0.1465
3569,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_7bb1e7.jpg,pool_7bb1e7.jpg,glacier,forest,1.4642,0.4493,0.1969
6066,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_e8e8e8.jpg,pool_e8e8e8.jpg,glacier,buildings,1.4495,0.3573,0.0833
6498,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_fbc4ec.jpg,pool_fbc4ec.jpg,glacier,sea,1.4412,0.5035,0.3395
5410,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_cb4f41.jpg,pool_cb4f41.jpg,glacier,buildings,1.4411,0.427,0.1545
4799,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_b09a6b.jpg,pool_b09a6b.jpg,glacier,street,1.4406,0.3762,0.1184
5645,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_d5979c.jpg,pool_d5979c.jpg,glacier,mountain,1.4366,0.3293,0.0078
1792,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_32f096.jpg,pool_32f096.jpg,glacier,sea,1.4311,0.3658,0.0242
2701,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_5892b5.jpg,pool_5892b5.jpg,glacier,mountain,1.431,0.3857,0.0713
1665,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_2e14b9.jpg,pool_2e14b9.jpg,glacier,mountain,1.4163,0.3547,0.0313
4095,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_92d21e.jpg,pool_92d21e.jpg,glacier,mountain,1.4106,0.4438,0.2022
3553,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_7b2659.jpg,pool_7b2659.jpg,glacier,mountain,1.4104,0.4952,0.2774
5537,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_d17093.jpg,pool_d17093.jpg,glacier,street,1.4047,0.4958,0.3112
1934,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_385c01.jpg,pool_385c01.jpg,glacier,street,1.4022,0.5123,0.344
3032,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_6567a0.jpg,pool_6567a0.jpg,glacier,mountain,1.3996,0.5263,0.3657
2060,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_3d7ab2.jpg,pool_3d7ab2.jpg,glacier,sea,1.3989,0.4842,0.2388
1359,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_206155.jpg,pool_206155.jpg,glacier,street,1.395,0.4077,0.0649
654,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_02b43d.jpg,pool_02b43d.jpg,glacier,sea,1.3907,0.4012,0.0694
1733,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_30e2a7.jpg,pool_30e2a7.jpg,glacier,mountain,1.3819,0.4586,0.1562
5055,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_bb6b3e.jpg,pool_bb6b3e.jpg,glacier,sea,1.3783,0.5363,0.4015
6410,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_f803e1.jpg,pool_f803e1.jpg,glacier,mountain,1.3751,0.4123,0.1512
3392,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_743965.jpg,pool_743965.jpg,glacier,forest,1.3728,0.4232,0.079
4965,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_b75694.jpg,pool_b75694.jpg,glacier,sea,1.3714,0.3589,0.0219
1719,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_305c5b.jpg,pool_305c5b.jpg,glacier,mountain,1.3713,0.4638,0.2137
1768,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_3241dc.jpg,pool_3241dc.jpg,glacier,mountain,1.3713,0.4311,0.1249
2895,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_60affd.jpg,pool_60affd.jpg,glacier,sea,1.3651,0.4045,0.0453
4954,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_b6dfe8.jpg,pool_b6dfe8.jpg,glacier,buildings,1.3646,0.4663,0.1865
3465,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_77c0da.jpg,pool_77c0da.jpg,glacier,mountain,1.3622,0.4104,0.0878
2990,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_63cf8c.jpg,pool_63cf8c.jpg,glacier,mountain,1.3617,0.4619,0.1527
2140,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_409498.jpg,pool_409498.jpg,glacier,street,1.3592,0.529,0.352
5577,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_d30d54.jpg,pool_d30d54.jpg,glacier,sea,1.35,0.3971,0.0647
2664,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_56dba7.jpg,pool_56dba7.jpg,glacier,buildings,1.3494,0.4351,0.104
1232,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_1b1d26.jpg,pool_1b1d26.jpg,glacier,mountain,1.3487,0.5691,0.4506
2028,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_3c6f6e.jpg,pool_3c6f6e.jpg,glacier,buildings,1.3477,0.4231,0.1296
2326,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_48631e.jpg,pool_48631e.jpg,glacier,mountain,1.3448,0.3492,0.0315
667,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_0318e8.jpg,pool_0318e8.jpg,glacier,buildings,1.3444,0.5263,0.353
5217,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_c34ddd.jpg,pool_c34ddd.jpg,glacier,mountain,1.3423,0.3817,0.084
2304,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_47b6cf.jpg,pool_47b6cf.jpg,glacier,mountain,1.3398,0.42,0.0736
2994,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_63f8a5.jpg,pool_63f8a5.jpg,glacier,mountain,1.338,0.4571,0.1578
1689,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_2f14f7.jpg,pool_2f14f7.jpg,glacier,mountain,1.3342,0.5522,0.3715
5144,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_bf688b.jpg,pool_bf688b.jpg,glacier,street,1.3332,0.5612,0.4168
2815,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_5d3912.jpg,pool_5d3912.jpg,glacier,buildings,1.3325,0.519,0.2815
3500,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_79256c.jpg,pool_79256c.jpg,glacier,buildings,1.3308,0.5238,0.2852
3417,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_753811.jpg,pool_753811.jpg,glacier,street,1.33,0.5093,0.237
1674,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_2e7142.jpg,pool_2e7142.jpg,glacier,sea,1.33,0.3949,0.0516
6556,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_fea685.jpg,pool_fea685.jpg,glacier,mountain,1.3244,0.4049,0.1338
2791,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_5c50db.jpg,pool_5c50db.jpg,glacier,sea,1.3238,0.4178,0.0928
2974,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_636e1d.jpg,pool_636e1d.jpg,glacier,sea,1.3207,0.5034,0.2639
4034,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_8fab8a.jpg,pool_8fab8a.jpg,glacier,sea,1.3201,0.4855,0.2316
3801,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_854a6a.jpg,pool_854a6a.jpg,glacier,mountain,1.3151,0.4897,0.231
3557,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_7b5ad3.jpg,pool_7b5ad3.jpg,glacier,forest,1.3136,0.4379,0.0981
3645,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_7eec63.jpg,pool_7eec63.jpg,glacier,mountain,1.3135,0.3507,0.0206
4148,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_94f306.jpg,pool_94f306.jpg,glacier,sea,1.3119,0.4084,0.055
2766,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_5b2649.jpg,pool_5b2649.jpg,glacier,sea,1.3107,0.4584,0.1256
1434,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_239e8b.jpg,pool_239e8b.jpg,glacier,mountain,1.306,0.4643,0.1728
4299,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_9b75fd.jpg,pool_9b75fd.jpg,glacier,mountain,1.3053,0.4116,0.035
4208,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_9776b6.jpg,pool_9776b6.jpg,glacier,forest,1.3047,0.4759,0.2392
6369,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_f664f7.jpg,pool_f664f7.jpg,glacier,sea,1.3035,0.4195,0.0452
2190,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_431a24.jpg,pool_431a24.jpg,glacier,street,1.3,0.5659,0.3779
5113,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_be6a6a.jpg,pool_be6a6a.jpg,glacier,mountain,1.2952,0.4763,0.2385
5725,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_d9b8db.jpg,pool_d9b8db.jpg,glacier,street,1.2883,0.5278,0.2582
4886,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_b45f10.jpg,pool_b45f10.jpg,glacier,mountain,1.2875,0.5548,0.3451
6184,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_ede7b6.jpg,pool_ede7b6.jpg,glacier,mountain,1.2861,0.4753,0.1517
3766,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_83d77d.jpg,pool_83d77d.jpg,mountain,street,1.6249,0.3293,0.0968
4847,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_b29d02.jpg,pool_b29d02.jpg,mountain,buildings,1.6208,0.3426,0.1445
2821,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_5d7ce6.jpg,pool_5d7ce6.jpg,mountain,sea,1.6001,0.3134,0.0773
1604,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_2b6939.jpg,pool_2b6939.jpg,mountain,buildings,1.5863,0.3309,0.1192
663,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_02f64e.jpg,pool_02f64e.jpg,mountain,buildings,1.5843,0.3397,0.1118
6222,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_ef7025.jpg,pool_ef7025.jpg,mountain,sea,1.5827,0.3358,0.0594
3552,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_7b186f.jpg,pool_7b186f.jpg,mountain,sea,1.5819,0.3393,0.0816
5740,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_da4801.jpg,pool_da4801.jpg,mountain,glacier,1.5718,0.3448,0.1074
1580,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_2aa9f0.jpg,pool_2aa9f0.jpg,mountain,street,1.561,0.3431,0.0643
2633,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_558892.jpg,pool_558892.jpg,mountain,buildings,1.5524,0.3658,0.0992
2516,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_50b16a.jpg,pool_50b16a.jpg,mountain,forest,1.5457,0.3836,0.1367
4693,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_aba80f.jpg,pool_aba80f.jpg,mountain,buildings,1.5438,0.2861,0.0386
6065,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_e8d8ce.jpg,pool_e8d8ce.jpg,mountain,buildings,1.5336,0.4571,0.2867
5758,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_dadef4.jpg,pool_dadef4.jpg,mountain,buildings,1.5321,0.3565,0.0378
6370,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_f6690b.jpg,pool_f6690b.jpg,mountain,sea,1.5263,0.3487,0.0455
6551,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_fe55b0.jpg,pool_fe55b0.jpg,mountain,buildings,1.5262,0.3085,0.0336
2676,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_575bfb.jpg,pool_575bfb.jpg,mountain,sea,1.5179,0.3175,0.0261
3171,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_6b123b.jpg,pool_6b123b.jpg,mountain,sea,1.5161,0.3417,0.0599
1138,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_1749ca.jpg,pool_1749ca.jpg,mountain,buildings,1.515,0.4658,0.3043
3952,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_8c1eb6.jpg,pool_8c1eb6.jpg,mountain,street,1.511,0.4493,0.2787
679,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_042c2f.jpg,pool_042c2f.jpg,mountain,sea,1.5092,0.3951,0.1478
6166,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_ecf22b.jpg,pool_ecf22b.jpg,mountain,street,1.4927,0.4345,0.2431
4193,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_96d2a5.jpg,pool_96d2a5.jpg,mountain,street,1.4841,0.4258,0.2295
3589,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_7cab39.jpg,pool_7cab39.jpg,mountain,sea,1.48,0.4347,0.1981
3326,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_71a3c6.jpg,pool_71a3c6.jpg,mountain,glacier,1.477,0.4364,0.1955
1664,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_2e1456.jpg,pool_2e1456.jpg,mountain,glacier,1.4751,0.3138,0.018
1387,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_21b26b.jpg,pool_21b26b.jpg,mountain,buildings,1.4724,0.4413,0.232
3013,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_64a7ca.jpg,pool_64a7ca.jpg,mountain,buildings,1.4689,0.3454,0.0485
3464,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_77b318.jpg,pool_77b318.jpg,mountain,glacier,1.468,0.4335,0.1699
3502,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_79307d.jpg,pool_79307d.jpg,mountain,buildings,1.464,0.4245,0.2054
3813,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_859884.jpg,pool_859884.jpg,mountain,buildings,1.4588,0.4281,0.1758
3494,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_78f757.jpg,pool_78f757.jpg,mountain,sea,1.4556,0.5044,0.3613
2208,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_43aa62.jpg,pool_43aa62.jpg,mountain,sea,1.4445,0.351,0.0771
3095,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_6859ff.jpg,pool_6859ff.jpg,mountain,glacier,1.4439,0.4306,0.1567
2502,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_504b36.jpg,pool_504b36.jpg,mountain,sea,1.4423,0.4772,0.2523
2235,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_449265.jpg,pool_449265.jpg,mountain,buildings,1.442,0.4363,0.1735
2037,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_3caebc.jpg,pool_3caebc.jpg,mountain,buildings,1.4396,0.5179,0.3759
1194,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_19b032.jpg,pool_19b032.jpg,mountain,sea,1.4292,0.4703,0.2768
604,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_002e9d.jpg,pool_002e9d.jpg,mountain,sea,1.4289,0.3557,0.0533
4176,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_960637.jpg,pool_960637.jpg,mountain,buildings,1.4262,0.4731,0.2582
2095,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_3ec960.jpg,pool_3ec960.jpg,mountain,sea,1.4241,0.448,0.1955
2462,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_4e1e1c.jpg,pool_4e1e1c.jpg,mountain,sea,1.4153,0.374,0.0027
1133,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_16fda8.jpg,pool_16fda8.jpg,mountain,buildings,1.4078,0.4406,0.1583
1219,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_1a997d.jpg,pool_1a997d.jpg,mountain,buildings,1.4068,0.4264,0.1641
4144,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_94d7e4.jpg,pool_94d7e4.jpg,mountain,glacier,1.3992,0.499,0.2769
3116,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_68e582.jpg,pool_68e582.jpg,mountain,forest,1.399,0.4132,0.1383
2137,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_407add.jpg,pool_407add.jpg,mountain,buildings,1.3943,0.4183,0.0744
6532,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_fd616e.jpg,pool_fd616e.jpg,mountain,glacier,1.388,0.3794,0.0074
1137,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_1742b5.jpg,pool_1742b5.jpg,mountain,glacier,1.3817,0.4222,0.0914
4805,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_b0c1d2.jpg,pool_b0c1d2.jpg,mountain,glacier,1.3815,0.4464,0.1306
5574,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_d2f0d9.jpg,pool_d2f0d9.jpg,mountain,buildings,1.3791,0.4722,0.2553
1556,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_297dbf.jpg,pool_297dbf.jpg,mountain,sea,1.3707,0.3858,0.0168
3845,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_8706b3.jpg,pool_8706b3.jpg,mountain,glacier,1.3664,0.5109,0.2929
6257,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_f14d03.jpg,pool_f14d03.jpg,mountain,forest,1.3628,0.4323,0.0825
711,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_0568d6.jpg,pool_0568d6.jpg,mountain,glacier,1.3597,0.4831,0.2787
1051,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_13683a.jpg,pool_13683a.jpg,mountain,street,1.3588,0.4084,0.0364
3029,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_654632.jpg,pool_654632.jpg,mountain,sea,1.3577,0.3913,0.0436
1594,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_2b1cf3.jpg,pool_2b1cf3.jpg,mountain,street,1.3569,0.4835,0.2199
5687,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_d7ac31.jpg,pool_d7ac31.jpg,mountain,sea,1.3549,0.5063,0.2451
4726,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_ad3ab3.jpg,pool_ad3ab3.jpg,mountain,buildings,1.3533,0.4683,0.1768
3283,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_6f9df0.jpg,pool_6f9df0.jpg,mountain,buildings,1.352,0.3961,0.0297
3382,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_73ddea.jpg,pool_73ddea.jpg,mountain,sea,1.3511,0.3158,0.0052
3044,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_662fdd.jpg,pool_662fdd.jpg,mountain,buildings,1.3464,0.5386,0.3558
807,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_093ee9.jpg,pool_093ee9.jpg,mountain,sea,1.3445,0.4053,0.0761
4602,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_a8b0d3.jpg,pool_a8b0d3.jpg,mountain,sea,1.3381,0.4761,0.1822
2042,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_3cdfd5.jpg,pool_3cdfd5.jpg,mountain,buildings,1.338,0.5624,0.3994
4243,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_991c8c.jpg,pool_991c8c.jpg,mountain,glacier,1.3351,0.3745,0.0817
3753,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_8331be.jpg,pool_8331be.jpg,mountain,glacier,1.3351,0.3928,0.0308
2689,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_57e37f.jpg,pool_57e37f.jpg,mountain,glacier,1.3233,0.437,0.1549
